incident_id,year,month,day_of_week,season,time_of_day,country,area_type,population_density_per_sqkm,crime_type,crime_severity_score,victim_count,victim_gender,victim_age_group,injuries_reported,fatalities,financial_loss_usd,weapon_used,suspect_status,case_status,reporting_method,response_time_minutes,officers_assigned,investigation_duration_days,repeat_offender,gang_related,drug_related,cctv_coverage,lighting_condition,prior_incidents_same_location,safety_index,crime_resolved
CRM0002943,2021,8,Wednesday,Summer,Late Night (2am-6am),Pakistan,Urban,3625,Robbery,7.4,2,Female,26-35,1,0,1283.75,Knife,Arrested,Closed - Solved,Online Portal,46.1,4,18,No,No,No,Full Coverage,Poorly Lit,4,53.2,Yes
CRM0002944,2023,4,Sunday,Winter,Afternoon (12pm-6pm),USA,Rural,380,Theft,3.3,4,Male,36-45,0,0,911.84,Knife,Acquitted,Open - Cold Case,Police Station,49.2,4,83,Yes,No,No,Full Coverage,Well Lit,1,49.8,No
CRM0002945,2023,11,Sunday,Summer,Afternoon (12pm-6pm),India,Suburban,128,Assault,6.1,1,Unknown,46-55,4,0,202.04,None,At Large,Closed - Solved,Online Portal,41.5,3,26,No,No,Yes,Partial Coverage,Well Lit,3,69.0,Yes
CRM0002946,2020,8,Sunday,Spring,Late Night (2am-6am),India,Suburban,497,Burglary,5.1,2,Male,46-55,0,0,2892.21,Blunt Object,Acquitted,Open - Active,Police Station,5.3,5,144,No,No,No,Partial Coverage,Poorly Lit,1,40.9,No
CRM0002947,2022,6,Tuesday,Spring,Evening (6pm-10pm),Turkey,Suburban,338,Burglary,4.8,2,Male,56-65,0,0,3433.09,None,At Large,Open - Active,Emergency Call,19.1,4,76,Yes,No,No,No Coverage,Poorly Lit,1,46.4,No
CRM0002948,2022,5,Wednesday,Autumn,Evening (6pm-10pm),Canada,Urban,581,Drug Offense,6.9,1,Male,18-25,0,0,42.86,Knife,Arrested,Pending Trial,Emergency Call,27.8,3,123,Unknown,Yes,Yes,Partial Coverage,Well Lit,2,23.2,No
CRM0002949,2022,12,Monday,Spring,Evening (6pm-10pm),Egypt,Urban,5683,Drug Offense,6.6,3,Female,56-65,0,0,22.81,None,Convicted,Closed - Solved,Emergency Call,15.6,2,26,No,No,Yes,Partial Coverage,Well Lit,1,66.1,No
CRM0002950,2024,7,Saturday,Winter,Morning (6am-12pm),Germany,Rural,191,Sexual Assault,8.0,4,Female,46-55,0,0,498.3,Knife,Arrested,Closed - Unsolved,Police Station,43.9,5,55,No,No,Unknown,Partial Coverage,Well Lit,3,34.3,No
CRM0002951,2024,6,Thursday,Winter,Night (10pm-2am),India,Urban,5213,Assault,5.9,1,Male,56-65,1,0,970.83,None,Under Investigation,Open - Active,Emergency Call,18.8,4,40,Yes,No,No,Partial Coverage,Poorly Lit,5,55.2,Yes
CRM0002952,2023,3,Friday,Winter,Evening (6pm-10pm),Egypt,Urban,1951,Assault,5.3,3,Female,18-25,1,0,1805.84,Knife,Acquitted,Open - Active,Police Station,43.2,5,24,Yes,No,No,No Coverage,Poorly Lit,4,63.7,Yes
CRM0002953,2023,5,Friday,Spring,Late Night (2am-6am),Australia,Suburban,220,Domestic Violence,7.6,1,Female,56-65,3,0,102.92,Unknown,Under Investigation,Open - Cold Case,Emergency Call,56.3,3,11,No,No,Unknown,Full Coverage,Partially Lit,2,60.9,No
CRM0002954,2022,9,Saturday,Winter,Evening (6pm-10pm),Turkey,Suburban,690,Fraud,4.5,2,Male,36-45,0,0,2288.77,Blunt Object,Unknown,Open - Cold Case,Online Portal,14.5,4,305,No,No,Unknown,Partial Coverage,Partially Lit,1,81.7,No
CRM0002955,2024,7,Monday,Winter,Night (10pm-2am),Mexico,Rural,91,Vandalism,2.7,1,Female,18-25,0,0,17.54,None,Convicted,Closed - Solved,Emergency Call,105.9,5,19,Yes,No,Yes,Partial Coverage,Partially Lit,0,77.8,No
CRM0002956,2023,12,Tuesday,Winter,Afternoon (12pm-6pm),India,Urban,4786,Assault,7.7,3,Female,26-35,4,0,137.77,Unknown,Acquitted,Closed - Unsolved,Community Report,39.1,3,65,No,No,No,Partial Coverage,Partially Lit,4,53.3,Yes
CRM0002957,2023,4,Saturday,Spring,Night (10pm-2am),Nigeria,Rural,197,Sexual Assault,8.2,1,Male,36-45,1,0,59.62,None,Convicted,Closed - Unsolved,Anonymous Tip,49.4,4,100,No,Yes,Yes,Full Coverage,Well Lit,0,32.7,No
CRM0002958,2024,7,Tuesday,Summer,Evening (6pm-10pm),India,Urban,1089,Theft,4.4,2,Male,36-45,0,0,110.09,Knife,Arrested,Open - Active,Anonymous Tip,22.8,3,16,No,No,No,Partial Coverage,Well Lit,0,49.3,Yes
CRM0002959,2021,5,Saturday,Spring,Morning (6am-12pm),USA,Urban,1993,Assault,6.3,3,Male,26-35,1,0,388.65,Firearm,Under Investigation,Open - Cold Case,Police Station,32.7,4,8,No,No,No,No Coverage,Poorly Lit,0,72.1,No
CRM0002960,2024,11,Thursday,Spring,Night (10pm-2am),Australia,Urban,989,Robbery,8.1,2,Female,26-35,1,0,228.18,Vehicle,Arrested,Closed - Solved,Police Station,22.3,3,50,Unknown,Yes,Yes,Partial Coverage,Partially Lit,1,50.0,Yes
CRM0002961,2021,2,Monday,Winter,Night (10pm-2am),India,Urban,4311,Domestic Violence,6.3,2,Male,56-65,3,0,53.34,None,Arrested,Open - Active,Emergency Call,27.4,5,21,Unknown,No,No,Partial Coverage,Well Lit,3,31.9,Yes
CRM0002962,2022,6,Friday,Spring,Evening (6pm-10pm),Mexico,Suburban,443,Vandalism,2.2,1,Male,18-25,0,0,268.01,None,At Large,Closed - Solved,Emergency Call,84.6,5,15,No,No,Yes,No Coverage,Partially Lit,2,50.1,No
CRM0002963,2022,7,Saturday,Autumn,Late Night (2am-6am),Turkey,Remote,11,Robbery,9.0,2,Male,Under 18,3,0,32.94,Firearm,Arrested,Closed - Unsolved,Emergency Call,103.4,1,19,No,No,No,No Coverage,Partially Lit,1,54.9,No
CRM0002964,2024,8,Monday,Winter,Night (10pm-2am),Turkey,Urban,764,Assault,6.8,1,Female,Under 18,4,0,57.22,None,Arrested,Closed - Solved,Emergency Call,22.9,2,47,No,No,No,Partial Coverage,Partially Lit,6,52.7,Yes
CRM0002965,2024,6,Sunday,Autumn,Night (10pm-2am),UK,Rural,95,Theft,3.1,3,Female,26-35,0,0,1059.36,None,Under Investigation,Closed - Solved,Police Station,32.3,2,7,Yes,Yes,Yes,Full Coverage,Poorly Lit,4,75.0,Yes
CRM0002966,2023,8,Sunday,Autumn,Late Night (2am-6am),Egypt,Remote,12,Theft,2.8,1,Female,46-55,0,0,223.91,Knife,At Large,Closed - Solved,Police Station,80.8,2,27,No,Yes,No,Full Coverage,Poorly Lit,3,83.8,No
CRM0002967,2023,7,Saturday,Spring,Morning (6am-12pm),Egypt,Urban,1394,Theft,2.1,3,Male,46-55,0,0,215.32,Vehicle,At Large,Open - Active,Anonymous Tip,15.9,3,10,No,No,No,Partial Coverage,No Lighting,1,19.4,Yes
CRM0002968,2023,2,Tuesday,Summer,Evening (6pm-10pm),Pakistan,Suburban,137,Cybercrime,5.1,3,Female,46-55,0,0,4866.88,Firearm,At Large,Open - Active,Police Station,13.9,4,133,No,No,Yes,Partial Coverage,No Lighting,1,63.6,No
CRM0002969,2024,6,Saturday,Winter,Night (10pm-2am),Nigeria,Rural,68,Assault,6.1,2,Unknown,56-65,0,0,126.19,None,Arrested,Closed - Solved,Anonymous Tip,60.4,2,28,Yes,No,Unknown,Partial Coverage,Partially Lit,0,31.4,No
CRM0002970,2022,9,Monday,Winter,Morning (6am-12pm),Indonesia,Suburban,209,Cybercrime,5.5,1,Male,26-35,0,0,154.17,Blunt Object,Under Investigation,Open - Cold Case,Police Station,21.4,4,108,No,No,Unknown,No Coverage,Well Lit,2,33.9,No
CRM0002971,2022,12,Sunday,Winter,Evening (6pm-10pm),Egypt,Suburban,734,Assault,6.1,1,Male,36-45,0,0,79.79,None,At Large,Open - Cold Case,Police Station,60.9,5,89,No,Yes,No,No Coverage,Partially Lit,0,56.2,No
CRM0002972,2021,6,Monday,Summer,Morning (6am-12pm),India,Suburban,268,Kidnapping,7.7,1,Female,18-25,7,0,12.09,None,Acquitted,Closed - Solved,Online Portal,46.3,3,36,No,Unknown,No,Partial Coverage,Partially Lit,2,74.0,No
CRM0002973,2023,4,Sunday,Summer,Night (10pm-2am),Nigeria,Suburban,365,Burglary,6.3,2,Female,46-55,0,0,1139.09,Knife,Acquitted,Pending Trial,Police Station,19.0,4,65,No,No,Unknown,No Coverage,Partially Lit,4,69.7,Yes
CRM0002974,2023,7,Wednesday,Spring,Morning (6am-12pm),Turkey,Urban,1626,Theft,3.5,3,Female,18-25,0,0,76.4,Firearm,Unknown,Pending Trial,Police Station,14.3,5,59,Unknown,No,Yes,No Coverage,Partially Lit,3,49.4,No
CRM0002975,2022,3,Saturday,Autumn,Afternoon (12pm-6pm),India,Urban,3095,Fraud,6.5,2,Female,18-25,0,0,370.7,Blunt Object,Unknown,Pending Trial,Community Report,7.4,4,91,No,No,Yes,Partial Coverage,No Lighting,0,65.1,Yes
CRM0002976,2020,5,Sunday,Winter,Late Night (2am-6am),Mexico,Rural,251,Assault,6.8,1,Female,56-65,4,0,42.1,None,Convicted,Open - Active,Police Station,56.4,1,30,Yes,No,Yes,Partial Coverage,Poorly Lit,3,70.3,Yes
CRM0002977,2024,1,Saturday,Autumn,Evening (6pm-10pm),USA,Rural,97,Assault,5.7,1,Male,56-65,0,0,344.47,Firearm,Arrested,Closed - Solved,Police Station,32.5,2,42,Unknown,No,Yes,Partial Coverage,Partially Lit,2,80.4,No
CRM0002978,2020,10,Thursday,Spring,Morning (6am-12pm),Egypt,Suburban,154,Arson,7.7,1,Female,56-65,7,0,28.85,None,Unknown,Open - Cold Case,Community Report,60.1,1,11,No,Yes,No,No Coverage,Well Lit,1,40.7,No
CRM0002979,2023,3,Saturday,Winter,Night (10pm-2am),India,Urban,438,Vandalism,1.0,1,Female,36-45,0,0,206.54,Firearm,Unknown,Open - Active,Police Station,7.3,2,14,No,No,No,Partial Coverage,Well Lit,2,43.6,No
CRM0002980,2024,8,Tuesday,Winter,Morning (6am-12pm),Indonesia,Rural,119,Assault,5.9,2,Male,36-45,0,0,357.35,Firearm,Arrested,Closed - Solved,Anonymous Tip,59.1,1,62,No,Unknown,No,No Coverage,Well Lit,0,53.9,No
CRM0002981,2022,9,Friday,Summer,Evening (6pm-10pm),Pakistan,Urban,1280,Murder,8.4,2,Female,46-55,3,1,452.15,Knife,Convicted,Open - Cold Case,Emergency Call,4.4,3,54,No,Yes,Yes,No Coverage,Poorly Lit,1,21.2,No
CRM0002982,2021,9,Thursday,Autumn,Night (10pm-2am),Australia,Urban,1585,Fraud,5.6,1,Male,36-45,0,0,1767.93,Blunt Object,Under Investigation,Pending Trial,Emergency Call,18.9,1,13,No,No,No,Partial Coverage,Poorly Lit,2,50.7,Yes
CRM0002983,2023,10,Sunday,Spring,Afternoon (12pm-6pm),Germany,Suburban,745,Assault,5.4,3,Male,26-35,3,0,43.41,Knife,At Large,Closed - Solved,Emergency Call,11.1,3,34,No,No,No,No Coverage,Well Lit,2,33.4,No
CRM0002984,2024,2,Wednesday,Summer,Afternoon (12pm-6pm),Indonesia,Suburban,544,Theft,2.9,1,Female,26-35,0,0,275.52,Knife,Convicted,Open - Cold Case,Police Station,23.4,3,9,No,No,No,Full Coverage,Poorly Lit,3,59.2,No
CRM0002985,2022,4,Sunday,Spring,Evening (6pm-10pm),Brazil,Urban,2030,Robbery,7.0,1,Female,36-45,1,0,12.37,Firearm,Arrested,Open - Cold Case,Police Station,35.2,4,7,Unknown,No,No,No Coverage,Partially Lit,2,29.2,No
CRM0002986,2024,5,Friday,Autumn,Evening (6pm-10pm),USA,Rural,33,Burglary,4.0,2,Unknown,36-45,0,0,791.93,None,Convicted,Pending Trial,Emergency Call,15.0,2,41,No,Yes,No,Partial Coverage,Poorly Lit,4,73.1,Yes
CRM0002987,2020,3,Sunday,Spring,Late Night (2am-6am),USA,Urban,1744,Robbery,6.1,1,Male,26-35,3,0,555.07,Firearm,Convicted,Closed - Unsolved,Online Portal,44.3,5,17,No,No,No,Partial Coverage,Partially Lit,4,49.2,Yes
CRM0002988,2022,11,Sunday,Spring,Morning (6am-12pm),Pakistan,Urban,1681,Domestic Violence,5.9,1,Male,36-45,2,0,28.01,Knife,Under Investigation,Closed - Unsolved,Emergency Call,29.5,3,42,Yes,Unknown,Yes,Full Coverage,No Lighting,4,57.2,No
CRM0002989,2023,1,Saturday,Winter,Evening (6pm-10pm),USA,Urban,541,Robbery,6.7,2,Female,56-65,2,0,217.99,Vehicle,Convicted,Pending Trial,Police Station,22.8,4,21,No,No,No,No Coverage,Poorly Lit,3,39.4,No
CRM0002990,2024,6,Saturday,Spring,Evening (6pm-10pm),Pakistan,Urban,1814,Theft,2.4,1,Male,26-35,0,0,1533.22,None,Under Investigation,Open - Active,Police Station,12.7,2,16,No,Yes,No,Partial Coverage,Poorly Lit,2,70.3,Yes
CRM0002991,2021,10,Monday,Summer,Evening (6pm-10pm),Pakistan,Urban,2387,Domestic Violence,5.5,4,Male,36-45,2,0,89.04,Knife,Arrested,Closed - Unsolved,Police Station,19.8,2,115,No,Unknown,Yes,Full Coverage,Partially Lit,3,52.6,No
CRM0002992,2024,2,Thursday,Winter,Evening (6pm-10pm),UK,Rural,68,Cybercrime,5.5,2,Male,46-55,0,0,27308.69,None,Arrested,Open - Active,Emergency Call,14.5,3,68,No,Unknown,No,No Coverage,No Lighting,3,39.3,No
CRM0002993,2023,9,Monday,Summer,Night (10pm-2am),Mexico,Suburban,364,Assault,7.0,3,Male,46-55,1,0,61.88,Firearm,Arrested,Open - Active,Anonymous Tip,19.6,5,18,No,Unknown,No,Partial Coverage,Partially Lit,3,70.5,No
CRM0002994,2022,1,Monday,Summer,Night (10pm-2am),Egypt,Urban,1219,Robbery,7.5,3,Male,26-35,0,0,87.6,None,Under Investigation,Closed - Solved,Community Report,13.5,4,126,Yes,Unknown,Yes,Partial Coverage,Well Lit,3,30.9,No
CRM0002995,2020,11,Thursday,Winter,Night (10pm-2am),France,Rural,209,Robbery,8.7,1,Male,56-65,1,0,624.38,Vehicle,Unknown,Pending Trial,Community Report,85.5,4,11,No,No,No,Partial Coverage,Well Lit,1,79.1,No
CRM0002996,2024,9,Sunday,Autumn,Afternoon (12pm-6pm),South Africa,Suburban,238,Theft,2.1,1,Female,18-25,0,0,1046.33,Knife,Under Investigation,Closed - Unsolved,Police Station,30.0,3,11,No,No,No,Full Coverage,Partially Lit,3,58.3,No
CRM0002997,2021,7,Monday,Autumn,Afternoon (12pm-6pm),UK,Urban,1069,Drug Offense,5.0,1,Female,46-55,0,0,73.74,None,Arrested,Open - Active,Police Station,18.3,1,12,No,No,No,Full Coverage,Well Lit,3,19.6,No
CRM0002998,2021,11,Wednesday,Spring,Afternoon (12pm-6pm),South Africa,Rural,52,Vandalism,3.5,1,Male,26-35,0,0,35.39,Knife,Convicted,Closed - Unsolved,Emergency Call,50.7,5,18,No,No,Yes,Full Coverage,Partially Lit,5,49.0,Yes
CRM0002999,2021,10,Tuesday,Winter,Afternoon (12pm-6pm),Pakistan,Suburban,571,Theft,3.9,1,Male,56-65,0,0,13839.71,None,Arrested,Closed - Solved,Police Station,20.7,2,13,No,No,No,Full Coverage,Well Lit,0,60.3,No
CRM0003000,2024,2,Sunday,Summer,Morning (6am-12pm),Brazil,Suburban,369,Assault,7.9,1,Female,26-35,3,0,1151.14,None,Acquitted,Closed - Solved,Police Station,64.3,3,25,Yes,Unknown,No,Partial Coverage,Partially Lit,3,53.0,No
CRM0003001,2023,6,Monday,Autumn,Evening (6pm-10pm),France,Suburban,84,Theft,4.8,1,Male,26-35,0,0,165.62,Knife,At Large,Closed - Solved,Police Station,54.2,2,13,No,Unknown,Yes,Partial Coverage,Partially Lit,1,66.4,No
CRM0003002,2023,8,Monday,Summer,Night (10pm-2am),Germany,Suburban,1228,Theft,2.5,2,Male,46-55,0,0,195.93,Unknown,Arrested,Closed - Unsolved,Police Station,16.8,5,19,No,No,No,Partial Coverage,Well Lit,6,47.4,No
CRM0003003,2021,2,Wednesday,Autumn,Evening (6pm-10pm),Australia,Urban,483,Murder,9.9,3,Female,26-35,2,1,69.36,Firearm,Acquitted,Pending Trial,Police Station,30.3,1,30,Unknown,No,No,Partial Coverage,Well Lit,5,45.4,No
CRM0003004,2023,5,Friday,Spring,Night (10pm-2am),India,Suburban,144,Drug Offense,6.8,1,Unknown,36-45,0,0,220.3,None,At Large,Open - Active,Online Portal,50.8,4,75,No,No,No,Partial Coverage,Well Lit,4,37.8,Yes
CRM0003005,2023,12,Saturday,Winter,Night (10pm-2am),Pakistan,Urban,1988,Burglary,5.1,1,Male,18-25,0,0,1199.5,Knife,Acquitted,Closed - Solved,Police Station,12.6,1,46,No,Yes,Unknown,No Coverage,Partially Lit,5,46.0,Yes
CRM0003006,2024,11,Saturday,Summer,Night (10pm-2am),France,Suburban,455,Vandalism,3.9,3,Male,46-55,0,0,114.71,None,At Large,Open - Active,Police Station,34.5,6,112,Unknown,No,No,Partial Coverage,No Lighting,3,30.8,No
CRM0003007,2024,6,Sunday,Spring,Evening (6pm-10pm),USA,Urban,1143,Cybercrime,3.1,1,Male,56-65,0,0,2351.96,None,Under Investigation,Open - Active,Police Station,23.0,1,29,No,No,No,Partial Coverage,Partially Lit,1,55.3,No
CRM0003008,2020,3,Sunday,Summer,Night (10pm-2am),USA,Rural,49,Drug Offense,6.0,1,Female,65+,0,0,131.39,None,At Large,Closed - Unsolved,Emergency Call,20.4,5,27,Unknown,No,Yes,Full Coverage,Poorly Lit,2,30.1,Yes
CRM0003009,2023,12,Wednesday,Winter,Night (10pm-2am),Turkey,Suburban,556,Burglary,4.8,1,Male,46-55,0,0,624.86,None,Under Investigation,Closed - Unsolved,Emergency Call,44.1,2,147,No,Unknown,No,Partial Coverage,No Lighting,5,43.9,No
CRM0003010,2020,2,Thursday,Autumn,Afternoon (12pm-6pm),Pakistan,Urban,3010,Theft,2.4,2,Female,65+,0,0,326.83,Blunt Object,Arrested,Closed - Solved,Police Station,28.2,4,76,No,Yes,No,No Coverage,Partially Lit,3,57.9,No
CRM0003011,2022,11,Thursday,Winter,Night (10pm-2am),India,Rural,79,Assault,6.7,1,Male,18-25,1,0,217.3,None,At Large,Closed - Solved,Online Portal,107.2,4,92,No,No,No,Full Coverage,Poorly Lit,2,73.2,No
CRM0003012,2021,6,Saturday,Autumn,Afternoon (12pm-6pm),UK,Urban,890,Theft,2.9,1,Male,56-65,0,0,2743.25,Knife,Acquitted,Open - Active,Emergency Call,20.8,5,276,Unknown,No,Yes,Partial Coverage,Poorly Lit,2,31.0,No
CRM0003013,2021,3,Friday,Summer,Morning (6am-12pm),Mexico,Urban,4565,Theft,4.0,1,Unknown,36-45,0,0,1049.99,Knife,At Large,Closed - Unsolved,Anonymous Tip,73.5,3,13,Yes,Unknown,Yes,Full Coverage,Poorly Lit,2,51.8,No
CRM0003014,2022,2,Sunday,Autumn,Night (10pm-2am),South Africa,Suburban,395,Theft,3.6,1,Male,36-45,0,0,125.18,None,Arrested,Closed - Solved,Emergency Call,49.3,3,6,No,No,Yes,Full Coverage,Partially Lit,1,36.3,No
CRM0003015,2023,1,Thursday,Autumn,Night (10pm-2am),Indonesia,Rural,83,Assault,6.2,1,Female,26-35,1,0,63.47,Firearm,Convicted,Closed - Solved,Police Station,19.7,2,46,No,No,Yes,Partial Coverage,Well Lit,3,37.9,No
CRM0003016,2022,8,Friday,Autumn,Night (10pm-2am),Pakistan,Rural,96,Burglary,4.5,3,Female,56-65,0,0,1003.03,None,At Large,Closed - Solved,Police Station,55.1,4,36,No,No,Yes,Full Coverage,Well Lit,2,68.7,No
CRM0003017,2023,1,Saturday,Summer,Late Night (2am-6am),Nigeria,Urban,2988,Fraud,5.4,3,Female,26-35,0,0,1099.47,Unknown,Under Investigation,Closed - Unsolved,Police Station,72.1,2,13,No,No,No,Partial Coverage,Well Lit,2,24.2,No
CRM0003018,2022,12,Thursday,Autumn,Morning (6am-12pm),Nigeria,Suburban,439,Domestic Violence,7.5,2,Female,18-25,2,0,78.6,None,Arrested,Closed - Unsolved,Emergency Call,11.6,4,43,Yes,Yes,No,Partial Coverage,Partially Lit,3,47.3,Yes
CRM0003019,2020,5,Sunday,Winter,Morning (6am-12pm),South Africa,Suburban,347,Vandalism,2.8,1,Female,Under 18,0,0,29.8,Knife,Arrested,Closed - Solved,Community Report,31.3,4,27,Unknown,No,Yes,Full Coverage,Well Lit,0,33.5,No
CRM0003020,2023,11,Sunday,Spring,Night (10pm-2am),Pakistan,Urban,1083,Assault,6.8,1,Male,18-25,4,0,336.58,None,Acquitted,Pending Trial,Police Station,50.7,1,44,Unknown,No,Yes,Partial Coverage,Partially Lit,3,30.5,No
CRM0003021,2021,6,Sunday,Summer,Evening (6pm-10pm),Turkey,Urban,813,Robbery,7.5,2,Male,18-25,2,0,114.3,Firearm,Under Investigation,Closed - Solved,Police Station,37.3,2,64,No,Unknown,No,Full Coverage,No Lighting,3,23.3,Yes
CRM0003022,2022,11,Saturday,Summer,Morning (6am-12pm),India,Suburban,285,Robbery,7.2,2,Female,36-45,4,0,583.8,None,Convicted,Closed - Unsolved,Police Station,82.0,1,73,Yes,Yes,Unknown,Partial Coverage,Poorly Lit,0,82.7,No
CRM0003023,2023,12,Saturday,Autumn,Night (10pm-2am),Indonesia,Urban,1423,Burglary,5.4,4,Unknown,26-35,0,0,237.3,None,Unknown,Closed - Solved,Police Station,3.1,1,64,Yes,No,No,Partial Coverage,Well Lit,1,60.5,No
CRM0003024,2022,12,Sunday,Spring,Afternoon (12pm-6pm),India,Urban,1993,Drug Offense,7.0,1,Male,18-25,0,0,51.73,Firearm,Arrested,Open - Cold Case,Police Station,15.5,1,2,No,Unknown,Yes,Partial Coverage,Well Lit,3,67.4,No
CRM0003025,2020,3,Saturday,Autumn,Evening (6pm-10pm),Pakistan,Urban,6067,Burglary,6.2,1,Female,18-25,0,0,468.54,None,At Large,Open - Active,Anonymous Tip,15.9,4,69,No,No,No,Partial Coverage,Partially Lit,5,43.6,Yes
CRM0003026,2022,7,Wednesday,Summer,Night (10pm-2am),India,Urban,571,Extortion,6.3,1,Male,26-35,0,0,16213.25,None,Arrested,Closed - Solved,Police Station,24.5,8,12,Yes,No,No,No Coverage,Well Lit,0,48.8,No
CRM0003027,2024,2,Thursday,Autumn,Late Night (2am-6am),India,Urban,7524,Theft,3.4,5,Female,26-35,0,0,365.98,Firearm,Convicted,Pending Trial,Online Portal,42.4,3,31,No,No,No,Partial Coverage,Partially Lit,1,61.9,Yes
CRM0003028,2023,7,Friday,Summer,Night (10pm-2am),Australia,Urban,1659,Robbery,7.5,2,Male,26-35,2,0,1314.12,None,At Large,Pending Trial,Police Station,8.2,2,46,No,No,No,No Coverage,Partially Lit,2,38.0,No
CRM0003029,2023,2,Thursday,Spring,Afternoon (12pm-6pm),Mexico,Suburban,582,Theft,4.0,1,Female,36-45,0,0,138.95,Chemical,Arrested,Closed - Solved,Police Station,71.0,4,89,Yes,No,No,Full Coverage,Well Lit,3,53.4,No
CRM0003030,2023,5,Friday,Autumn,Night (10pm-2am),Mexico,Suburban,639,Assault,6.4,2,Male,26-35,0,0,28.66,Knife,Arrested,Open - Active,Emergency Call,59.2,3,23,Unknown,No,No,Partial Coverage,Partially Lit,2,45.7,No
CRM0003031,2021,7,Wednesday,Spring,Morning (6am-12pm),USA,Suburban,426,Theft,4.1,2,Male,36-45,0,0,702.83,Knife,At Large,Closed - Unsolved,Anonymous Tip,34.4,1,35,Yes,No,Yes,Full Coverage,Partially Lit,3,45.2,No
CRM0003032,2022,11,Friday,Autumn,Afternoon (12pm-6pm),USA,Suburban,642,Robbery,7.0,2,Male,56-65,4,0,279.0,Firearm,Under Investigation,Pending Trial,Emergency Call,55.5,5,24,No,No,No,No Coverage,Poorly Lit,1,57.0,No
CRM0003033,2023,11,Thursday,Spring,Afternoon (12pm-6pm),USA,Urban,1374,Sexual Assault,8.2,1,Female,65+,4,0,52.07,Firearm,Under Investigation,Pending Trial,Police Station,39.1,1,33,No,Yes,No,Partial Coverage,Partially Lit,1,18.6,No
CRM0003034,2020,3,Monday,Winter,Morning (6am-12pm),Pakistan,Urban,1819,Drug Offense,6.6,1,Female,18-25,0,0,19.49,Knife,Arrested,Closed - Solved,Emergency Call,23.0,8,28,No,No,No,Partial Coverage,No Lighting,1,45.0,Yes
CRM0003035,2021,11,Tuesday,Autumn,Afternoon (12pm-6pm),Nigeria,Rural,116,Fraud,4.3,3,Female,26-35,0,0,779.56,Knife,Unknown,Closed - Solved,Anonymous Tip,44.0,2,68,Yes,No,No,No Coverage,Partially Lit,5,64.9,Yes
CRM0003036,2021,4,Friday,Winter,Evening (6pm-10pm),France,Rural,27,Assault,7.9,2,Male,26-35,1,0,202.75,None,At Large,Open - Active,Emergency Call,65.6,4,136,No,Yes,No,No Coverage,Well Lit,0,71.5,No
CRM0003037,2022,1,Sunday,Summer,Afternoon (12pm-6pm),India,Rural,151,Domestic Violence,5.5,3,Female,56-65,4,0,38.16,Blunt Object,Convicted,Closed - Solved,Police Station,62.8,8,7,Unknown,Unknown,No,Full Coverage,Partially Lit,1,36.5,No
CRM0003038,2024,3,Friday,Winter,Afternoon (12pm-6pm),UK,Urban,7004,Murder,8.5,1,Female,46-55,3,1,35.35,Blunt Object,Under Investigation,Open - Cold Case,Emergency Call,10.7,3,98,Unknown,No,No,No Coverage,Well Lit,0,26.8,No
CRM0003039,2020,9,Wednesday,Autumn,Morning (6am-12pm),Brazil,Suburban,1015,Theft,3.4,1,Female,26-35,0,0,202.27,None,Unknown,Pending Trial,Emergency Call,18.3,8,88,No,Unknown,No,No Coverage,Partially Lit,2,65.7,No
CRM0003040,2022,10,Saturday,Spring,Night (10pm-2am),USA,Rural,152,Theft,4.4,1,Unknown,26-35,0,0,163.54,Knife,Arrested,Closed - Unsolved,Anonymous Tip,61.5,2,47,Unknown,No,Yes,Full Coverage,Well Lit,5,61.9,Yes
CRM0003041,2021,5,Friday,Summer,Night (10pm-2am),Germany,Rural,196,Burglary,6.2,2,Male,46-55,0,0,112.09,Knife,Acquitted,Closed - Solved,Emergency Call,72.8,1,765,Unknown,Yes,No,Full Coverage,Poorly Lit,5,83.6,Yes
CRM0003042,2024,8,Friday,Winter,Morning (6am-12pm),Nigeria,Suburban,399,Cybercrime,3.5,1,Male,26-35,0,0,12755.76,None,Convicted,Pending Trial,Police Station,11.9,4,25,No,Yes,No,No Coverage,Partially Lit,3,54.1,No
CRM0003043,2020,2,Tuesday,Spring,Morning (6am-12pm),India,Rural,178,Theft,2.7,4,Male,36-45,0,0,361.0,Knife,Arrested,Closed - Solved,Police Station,49.1,1,17,No,Yes,Unknown,Full Coverage,Well Lit,6,49.2,Yes
CRM0003044,2022,3,Tuesday,Winter,Afternoon (12pm-6pm),Pakistan,Rural,135,Fraud,5.3,4,Unknown,18-25,0,0,90006.64,Blunt Object,Acquitted,Closed - Solved,Police Station,78.1,3,375,No,Yes,No,No Coverage,Poorly Lit,4,71.8,No
CRM0003045,2023,7,Wednesday,Summer,Evening (6pm-10pm),India,Urban,990,Drug Offense,4.9,2,Male,Under 18,0,0,116.9,None,Arrested,Open - Active,Community Report,35.5,4,5,Yes,No,No,Partial Coverage,Well Lit,1,68.7,Yes
CRM0003046,2023,10,Friday,Spring,Late Night (2am-6am),USA,Urban,2315,Robbery,7.3,1,Female,36-45,1,0,1069.75,None,At Large,Closed - Unsolved,Emergency Call,14.8,5,6,Yes,No,No,No Coverage,Poorly Lit,3,41.3,No
